tconst,directors,writers
tt0041024,"nm0624809,nm0692872,nm0494903,nm0780764,nm0491852,nm0829038,nm0201113,nm0524188,nm0748979,nm0826873,nm0782597,nm0002137,nm0791027,nm0703689,nm0076618,nm0108571,nm0439107,nm0293177,nm0736610,nm0419265,nm0548529,nm0002179,nm0020765,nm0070670,nm0831580,nm0439597,nm0443170,nm0300818,nm0103975,nm0237424,nm0484645,nm0445650,nm0512366,nm0562388,nm0751514,nm0848121,nm0125636,nm0308417,nm0324013,nm0915997,nm0001537,nm0652631,nm0865709,nm0038906,nm0496505,nm0200022,nm0769874","nm0223248,nm0206409,nm0103627,nm0564610,nm0318428,nm1485609,nm0344709,nm0393971,nm0755262,nm0371771,nm0028826,nm0573929,nm0519198,nm0313434,nm0805577,nm0060307,nm0279795,nm0107756,nm0400914,nm0826873,nm0469305,nm0655499,nm0178102,nm0928603,nm1709358,nm0186918,nm0794900,nm0778880,nm9510145,nm0168829,nm0381280,nm0555674,nm0325825,nm0911698,nm0727497,nm6277649,nm0606886,nm0785245,nm0016534,nm0262368,nm0493811,nm0057315,nm0068650,nm0484479,nm0485719,nm0506215,nm0852864,nm0280108,nm0608868,nm0881501,nm0409997,nm0500067,nm0706417,nm0067676,nm0071657,nm0105965,nm0107288,nm0214319,nm5120138,nm6227214,nm0313975,nm0316807,nm0370426,nm0394633,nm0401738,nm0504520,nm0534742,nm0002317,nm0718101,nm0941817,nm0051971,nm0061510,nm16257387,nm0155009,nm0173532,nm0237424,nm0240488,nm0242938,nm6425706,nm6232801,nm15596269,nm0361837,nm0372942,nm0439922,nm0453885,nm0514502,nm0532225,nm6263202,nm3237600,nm0675081,nm2247485,nm0820693,nm0860775,nm0863213,nm0877957,nm2525723,nm0896098,nm0915873,nm6210963,nm6210964,nm5541637,nm0047464,nm6549013,nm0075344,nm0101115,nm0103341,nm0122322,nm0150217,nm3464844,nm0177990,nm6410029,nm1458280,nm0186118,nm6549012,nm0227571,nm0232613,nm6517450,nm1503342,nm0395631,nm0405219,nm1397143,nm0442599,nm2331062,nm3716990,nm2769980,nm0499626,nm0588959,nm0590316,nm0624846,nm0737167,nm1488147,nm6221173,nm0750357,nm0809731,nm0813584,nm0820713,nm0842582,nm0872509,nm0903361,nm0380890,nm0938445,nm0011366,nm1000105,nm0046772,nm0047306,nm0065139,nm0972377,nm0172628,nm1494794,nm0185614,nm0215085,nm0215087,nm6504444,nm6501186,nm0232314,nm0240843,nm2502441,nm0283133,nm0289171,nm0318023,nm0366454,nm0375698,nm0432188,nm0442151,nm0963374,nm0506544,nm0547949,nm0551869,nm2769974,nm0639676,nm0681052,nm3224523,nm6669757,nm0730850,nm6770013,nm0859569,nm0901566,nm6182789,nm0911350,nm6519766,nm12652723,nm0943782,nm8059893,nm0050981,nm0064305,nm0093430,nm6405057,nm0115482,nm1802502,nm0150163,nm0225280,nm0168356,nm1522811,nm0975308,nm0204818,nm0001175,nm0257669,nm0293750,nm0318602,nm0323218,nm0344246,nm0348924,nm3752944,nm6210285,nm0478263,nm0542531,nm0546140,nm1058903,nm0569950,nm4835760,nm1914989,nm0795851,nm5483401,nm0823551,nm0831694,nm1403579,nm0852752,nm0873200,nm0912131,nm0916131,nm0920398,nm0931350,nm2769856,nm0057308,nm0090840,nm0155871,nm2004611,nm1529944,nm2893952,nm1023689,nm0261455,nm0377958,nm0463385,nm6674800,nm0606510,nm0650083,nm0666334,nm1546173,nm3805156,nm6672283,nm0740537,nm0743510,nm3515882,nm7323458,nm0798103,nm0819076,nm5016255,nm7348479,nm5040663,nm0923065,nm0169665"
tt0041030,"nm0002179,nm0008999,nm0139878","nm0067676,nm0155519,nm0170763,nm0293955,nm0414428,nm0469473,nm0482916,nm0515139,nm0523046,nm0611794,nm0640784,nm1008923,nm0742843,nm0768536,nm0769653,nm0775471,nm0934207"
tt0041036,"nm0498584,nm0106505,nm0329574,nm2647622","nm0106505,nm0513748,nm0778858,nm0794063"
tt0041037,"nm1213956,nm0181011,nm1213560,nm1157487,nm0168641,nm1132565,nm0842867,nm3561866,nm0542720,nm0951025","nm0750976,nm0498979,nm0455852,nm0168641,nm0352381,nm1493854,nm2950647,nm1066093,nm2406260,nm0497458,nm0178459,nm0000590,nm0906994,nm0566333,nm2187143,nm0097597,nm0449946,nm3551027,nm1195400,nm1057726,nm0254641,nm2039700,nm0432728,nm0168660,nm0220421,nm0370426,nm0476565,nm0836988,nm0919675,nm3546821,nm0500494,nm0089858,nm0920063,nm0390357,nm0505615,nm0569950,nm0282061,nm3501679,nm0171924,nm3501649,nm0205343,nm15065525,nm15067849,nm2946835,nm2949955,nm3501650,nm0037758,nm3546511,nm3549910,nm1497206,nm3550766,nm3547057,nm0121291,nm1709261,nm2845677,nm0219068,nm3550233,nm2661704,nm0339590,nm0371738,nm0382562,nm15065714,nm0531792,nm0996073,nm0569423,nm0589339,nm0647483,nm0650581,nm3546433,nm0681052,nm3535162,nm0768465,nm0781720,nm7290146,nm2701292,nm3031099,nm0001969,nm2637458,nm1503327,nm0198435,nm3561087,nm1910739,nm0277448,nm0292577,nm0001294,nm0352382,nm3457774,nm0371193,nm2697356,nm0416721,nm3561139,nm13931360,nm1713431,nm1709331,nm3547149,nm0643443,nm0662693,nm0680698,nm6770013,nm0779797,nm0801586,nm0829044,nm3548039,nm1525511,nm0923585,nm0929024,nm0403440,nm0531878,nm5094954,nm5095882,nm1008921,nm0738180,nm0928496,nm0409997"
tt0041038,"nm0607612,nm0782690,nm0748979,nm0068691,nm0857949,nm0004573,nm0002179,nm0515317","nm0872077,nm0834503,nm0783328,nm1008923,nm0488956,nm1014430,nm0691542,nm1069212,nm0448985,nm0293955,nm0769653,nm0791932,nm0575022,nm1118518,nm1122214,nm0782690,nm0392423,nm0115689,nm0213991,nm0068853,nm0387428,nm0289014,nm0338751,nm0485719,nm0447071,nm1080563,nm0775471,nm0482916,nm0688853,nm1131794,nm1017128,nm0740537,nm0544593,nm1167239,nm0887483,nm1196167,nm0700804,nm0104279,nm0523046,nm0707213,nm0745954,nm1072495,nm1227543,nm0313434,nm0355136,nm1125047,nm2338263,nm0880493,nm0073823,nm0240488,nm0608962,nm1171076,nm0263346,nm0506544,nm0622435,nm8808034,nm0359034,nm0779059,nm0044831,nm1118823"
tt0041039,"nm0625680,nm0724504,nm0001486,nm0343431,nm0567170","nm0300366,nm0285361,nm1563042,nm0606806,nm0743510,nm0860565,nm0408979,nm5540074,nm1497202,nm0929024,nm0171413,nm0736418,nm0432728,nm0576035,nm10691461,nm0740622,nm10683866,nm0448062,nm0531335,nm0262213,nm0262215"
tt0041040,"nm0598723,nm0075318,nm0528927,nm0567757,nm0022750,nm0629999","nm1057748,nm0091730,nm2036525,nm0071286,nm2138003,nm9030123,nm0740622,nm2496921,nm0835880,nm2142077,nm0762556,nm0632873,nm0255371,nm1006991,nm0748111,nm0823131,nm1387525,nm0022750,nm3329458,nm0606806,nm0251375,nm0798977,nm5544953,nm0073116,nm1154897,nm0582837,nm0718448,nm0178763,nm14706744,nm14706745"
tt0041042,"nm1883833,nm0840042,nm4810529,nm0561797","nm0096395,nm0240151,nm2681501,nm0437320,nm1713431,nm0597574,nm0641979,nm0740622,nm0762556,nm0768540,nm0835880,nm0922060,nm0933409,nm3379555"
tt0041060,"nm2950196,nm0308417",nm11937727
tt0041061,"nm0828720,nm0612322,nm0679013,nm0666777,nm0842611","nm2731572,nm3367627,nm0027355,nm0035158,nm0035655,nm1664770,nm0049903,nm5483999,nm12085570,nm0057921,nm0062299,nm12085574,nm0063243,nm2764459,nm0068666,nm0071864,nm12085651,nm2467942,nm3754776,nm1089163,nm0088662,nm2759794,nm0001969,nm0104572,nm2753929,nm1503327,nm1563042,nm0121885,nm1709261,nm0130154,nm0139757,nm2762571,nm0146896,nm0002005,nm2759784,nm0167664,nm0168356,nm0169665,nm0171924,nm0172741,nm2418726,nm0236279,nm0177336,nm7065162,nm0001094,nm0204514,nm0205024,nm0205235,nm0208342,nm0219068,nm0002042,nm16848179,nm0234758,nm12085550,nm0238898,nm0241416,nm0243004,nm0245943,nm0089286,nm0251375,nm0254124,nm0254641,nm12085654,nm0254700,nm1910739,nm2725450,nm0262412,nm0266274,nm0001203,nm0269879,nm0277563,nm0277643,nm0280234,nm2479603,nm1499103,nm0295053,nm0300366,nm0311261,nm0313975,nm3297478,nm0325267,nm0330003,nm4768462,nm0344246,nm0357824,nm0369617,nm0370152,nm0370252,nm0371088,nm0371092,nm0371193,nm0371614,nm0371907,nm0374352,nm0376937,nm0381280,nm0384509,nm0385264,nm0396716,nm0408979,nm2664087,nm0414669,nm1097476,nm1709308,nm5087074,nm0437320,nm0439268,nm0456017,nm0457173,nm2837657,nm0492982,nm2753776,nm0497458,nm0500494,nm0504520,nm0507574,nm7954668,nm0972416,nm1038850,nm0523269,nm1195400,nm0531878,nm2759390,nm1713431,nm12085622,nm0569423,nm3477624,nm2723647,nm2715066,nm2720012,nm0597574,nm0606510,nm12085579,nm0612322,nm0616730,nm0626981,nm0628305,nm0632873,nm0640993,nm4716212,nm0650581,nm0666377,nm0670019,nm0681052,nm3570187,nm0000590,nm0689679,nm12085685,nm12085581,nm0701090,nm1190774,nm2499095,nm0721913,nm0722425,nm0723385,nm0731409,nm0732456,nm2764476,nm12085555,nm1494087,nm0738222,nm0741269,nm0750357,nm1709358,nm0764588,nm0768465,nm0776068,nm1914989,nm0783913,nm0785245,nm0789947,nm2760048,nm0795080,nm0795229,nm0799442,nm12085621,nm10678624,nm10673738,nm12085580,nm12346043,nm0823551,nm0824699,nm0828720,nm0829044,nm12346079,nm2420636,nm18371105,nm0848194,nm3379143,nm3379677,nm0871604,nm0000683,nm0899225,nm0908683,nm0909408,nm12085728,nm0909884,nm0919925,nm0920465,nm14150498,nm3381248,nm0930082,nm0938445,nm2950647,nm0940397,nm0409997,nm0957652"
tt0041085,nm0059106,"nm0917200,nm0811467,nm0335471,nm0110958"
tt0041594,nm0503777,"nm0813584,nm0556945,nm0373511,nm0017301,nm0072639"
tt0041959,nm0715346,"nm0001294,nm0000080,nm0466099,nm0715346"
tt0042069,"nm0724504,nm0366578,nm0776838,nm0562388","nm0066741,nm1668142,nm2039846,nm0151346,nm0200366,nm2039700,nm2036230,nm2034867,nm0323218,nm3590907,nm0344709,nm0359815,nm0371193,nm2331062,nm0497804,nm0504358,nm2036525,nm16503487,nm1055880,nm1184259,nm0606806,nm2043260,nm0650083,nm0666377,nm0683913,nm8610996,nm1190774,nm0762556,nm0764588,nm0848194"
tt0042074,"nm0181011,nm0091575,nm0801000,nm0692872,nm0791027,nm0824738,nm1132565,nm0677951,nm1203454,nm0828720,nm5512562,nm12322696,nm3545707,nm0200022,nm0724504,nm5521211,nm0612322,nm0842867,nm7392203,nm2500878,nm0589228,nm1815039,nm0280031","nm0178476,nm0047143,nm0309380,nm0876641,nm0096395,nm0908526,nm2187143,nm0887966,nm0743510,nm0208342,nm0386678,nm0940397,nm1563042,nm0073116,nm1064816,nm1027890,nm5512507,nm1910295,nm2793683,nm1546006,nm0928068,nm0046296,nm3512636,nm1497202,nm0642168,nm0523385,nm0624846,nm0542531,nm3665041,nm0298266,nm0718448,nm0320069,nm0187108,nm1545989,nm1545990,nm0262213,nm0919675,nm3530088,nm0241911,nm1497212,nm1787523,nm0785245,nm3514001,nm0073393,nm5520886,nm0433219,nm3525084,nm0789675,nm0015899,nm3543774,nm0245943,nm0823265,nm0255371,nm2217142,nm0900570,nm0498979,nm0950650,nm0203286,nm0048432,nm0865736,nm1094766,nm1034032,nm3522078,nm0310542,nm0370312,nm4120897,nm2436859,nm14281121,nm14281136,nm0752528,nm2964535,nm0037758,nm14281176,nm14281188,nm0633684,nm5512838,nm2945942,nm3540963,nm2986957,nm0356075,nm1066010,nm0996073,nm0569950,nm5516460,nm3529584,nm3531031,nm3805156,nm3541247,nm18317169,nm3513329,nm3540602,nm0253168,nm1189292,nm3498984,nm3059444,nm3520338,nm0310775,nm1248247,nm0319663,nm3539837,nm0590202,nm3443564,nm0633426,nm3529111,nm3522930,nm3538088,nm2934245,nm16890201,nm16562803,nm0068666,nm3204048,nm3525995,nm2774478,nm0323218,nm0360087,nm0425913,nm1055756,nm1055755,nm1445875,nm0606510,nm0696319,nm0764588,nm0776041,nm3201980,nm0862122,nm0924754,nm0936536,nm0107448,nm3096020,nm1023688,nm1385644,nm1713431,nm1195554,nm5522703,nm3081311,nm0748111,nm5524896,nm0542919,nm1546034,nm0752485,nm1068237,nm3502426,nm0115431,nm0541662,nm0325267,nm2949955,nm0913670,nm0251375,nm2494350,nm2499095,nm0743514,nm1384337,nm0633202,nm0800083,nm1387525,nm0852279"
tt0042080,"nm0774239,nm0375306,nm0949662,nm0022750,nm0343431,nm0666777,nm0804973",
tt0042093,"nm0385171,nm0004573,nm0204537,nm0329574,nm0008999,nm0553077,nm0128608,nm0379092,nm0484645,nm0498584","nm0029625,nm0066321,nm1227001,nm0092015,nm0109608,nm0120762,nm5042917,nm0130196,nm0155519,nm3318772,nm0169969,nm0170763,nm0176766,nm0236980,nm0257140,nm0257481,nm1227451,nm0260012,nm1227543,nm0291439,nm0306908,nm0313644,nm0313876,nm0325825,nm0358139,nm0377958,nm0422037,nm0447071,nm0469166,nm0482916,nm1226725,nm0507289,nm0523046,nm0526201,nm0548993,nm0991378,nm1228460,nm2402330,nm0700804,nm0734164,nm0745954,nm0765036,nm0775419,nm4236358,nm0901566,nm0925388,nm0934281"
tt0042094,"nm0357855,nm0323246,nm1213560,nm2269438,nm0005570,nm0811838,nm0809967,nm1079260,nm3998272,nm0232902,nm0277878,nm0974857,nm5618958,nm0763798,nm0038906,nm2752781,nm0918110,nm1132565,nm0480459,nm5685241,nm0750818,nm0383733,nm0449462,nm0474657,nm3545289,nm0168641,nm6637595,nm2233425,nm16392384,nm0607561,nm2493073","nm0005131,nm0799745,nm0186355,nm0335471,nm0680226,nm0474657,nm3487654,nm1249373,nm0055906,nm0253631,nm1290769,nm0312205,nm3225426,nm0921566,nm0587804,nm6396205,nm0607561,nm3316879,nm0480048,nm5618958,nm5491004,nm0548893,nm0811467,nm0917200,nm0286341,nm0326239,nm2204703,nm0036400,nm0703604,nm0412913,nm0741911,nm0163714,nm0182600,nm0596942,nm2198070,nm0395845,nm0814068,nm0496974,nm0925131,nm0134662,nm0001489,nm0542332,nm0706417,nm4096877,nm0253630,nm0548888,nm0741676,nm0918826,nm9581416,nm0043480,nm0081748,nm0988763,nm1079260,nm0001276,nm0325784,nm0329958,nm0410536,nm5656017,nm0777129,nm11612761,nm5655284,nm0089478,nm3716150,nm0294989,nm0323246,nm0383733,nm1034110,nm0771627,nm0781547,nm0789131,nm0880493,nm2528636,nm0788483,nm0010480,nm0048511,nm5138199,nm0093397,nm0119409,nm0189496,nm0205493,nm0226336,nm0276227,nm0276252,nm17281583,nm0367060,nm0435886,nm0512231,nm0655462,nm0777150,nm0937289,nm0106764,nm9636911,nm0974215,nm0361877,nm0377835,nm2043735,nm1162927,nm0789758,nm0852457,nm6775242,nm0040986,nm0357855,nm0722289,nm0800105,nm0000095"
tt0042097,"nm0629916,nm0972195","nm0371725,nm0972195,nm0911599,nm0877720,nm2632976,nm0149713,nm0329085,nm0588514,nm11319588"
tt0042099,nm0769874,nm0507564
tt0042100,"nm0139878,nm0791097,nm0915007,nm0247484,nm0326357,nm1007820,nm0351918","nm0044831,nm0050678,nm0068853,nm0088784,nm0109608,nm0332333,nm0358139,nm0447071,nm0515139,nm1007820,nm0707213"
tt0042110,"nm0002179,nm0567757,nm0496505,nm0289297,nm0086251,nm0257638,nm0075318,nm0623401,nm0908164","nm0029625,nm0066321,nm1121386,nm0120762,nm0124987,nm0155519,nm0177509,nm0191885,nm0236980,nm0103084,nm0293955,nm0304321,nm0313884,nm1175548,nm0337914,nm0355963,nm1080563,nm0523046,nm0569638,nm0569708,nm0617202,nm0673988,nm0707213,nm1008923,nm0751500,nm0769653,nm0811033,nm0854278,nm0866572,nm0870052"
tt0042111,"nm0208111,nm0506589,nm0024120","nm0122675,nm1094461,nm0233577,nm0288752,nm0326239,nm1485609,nm1279656,nm0377417,nm0597578,nm0666938,nm0788630,nm0800051"
tt0042114,nm0766129,"nm0001276,nm0555644,nm0832219,nm0827767,nm0954554,nm0278115,nm0750976"
tt0042116,"nm0208111,nm0506589,nm0008030,nm0076971,nm0918659,nm0512955,nm0449462","nm0051332,nm0186355,nm0325784,nm0329958,nm0430503,nm0674768,nm0811467,nm0846205,nm0917200"
tt0042123,"nm0328837,nm0177034,nm0474539,nm0248297,nm1597596,nm0946389,nm0567471,nm2790357,nm0237848,nm0324013,nm0517207,nm0001351,nm2638484,nm2252997,nm0242409,nm0445033,nm2769039,nm0351918,nm2759159,nm0287988,nm0915007","nm0016534,nm0018712,nm0019706,nm0020104,nm0020526,nm0021379,nm0027173,nm0044831,nm0047143,nm0052231,nm2772343,nm0055975,nm0057381,nm2774067,nm0065139,nm0068666,nm0070948,nm0071657,nm0072639,nm0073116,nm0073393,nm0073399,nm0075324,nm0075344,nm0079173,nm0085662,nm0087581,nm0088161,nm0088602,nm0088662,nm0089342,nm0089637,nm0090840,nm0091213,nm0093430,nm1057726,nm0094889,nm0095688,nm0101115,nm0102818,nm0062738,nm0105965,nm0108108,nm2766747,nm0110958,nm0111402,nm0113689,nm2595071,nm1503327,nm0118227,nm1563042,nm0122417,nm0124224,nm0124918,nm0124947,nm0128906,nm0132180,nm2767856,nm2552434,nm1216066,nm2766946,nm0140950,nm0308604,nm0148223,nm0151452,nm0151949,nm0154773,nm0156726,nm0002005,nm0164737,nm1154897,nm2775154,nm1198517,nm0168829,nm2766673,nm2771291,nm0172559,nm0173532,nm0175028,nm0175333,nm2785990,nm0177983,nm0178763,nm0178778,nm1497212,nm0186918,nm0191580,nm2766860,nm0001094,nm0202590,nm0202681,nm0205244,nm0206802,nm0217568,nm0219068,nm0219281,nm2754249,nm0225342,nm0237225,nm0237439,nm1529944,nm0238898,nm0243313,nm0240887,nm0243004,nm0245943,nm0247892,nm0248367,nm0249317,nm0251375,nm0254641,nm1760986,nm2774609,nm0258493,nm0259838,nm1910739,nm0262368,nm0265023,nm0001203,nm0272045,nm0276252,nm0277874,nm2200077,nm0279795,nm0280234,nm0281331,nm0283133,nm0283780,nm0285218,nm0287988,nm2774478,nm0291515,nm0293388,nm0295786,nm0296192,nm0297190,nm0299154,nm0307222,nm1910295,nm0310775,nm0317954,nm0319663,nm0322227,nm0323218,nm0324499,nm0324537,nm0328837,nm0328959,nm0329136,nm0329148,nm1536488,nm0338521,nm0338751,nm0344631,nm0353226,nm0355631,nm0357707,nm0365661,nm0368566,nm0368719,nm0371092,nm0371193,nm0372677,nm0002133,nm0378431,nm0378773,nm0380885,nm0381486,nm0382562,nm1491933,nm0384509,nm2758996,nm0254754,nm2765257,nm0391318,nm0394774,nm0395839,nm0396754,nm0398021,nm0400015,nm0400403,nm0400912,nm0401738,nm0403398,nm0001379,nm0405077,nm0413519,nm0413590,nm0413711,nm0414438,nm0414989,nm1300090,nm0416556,nm0416577,nm0422164,nm2759014,nm0426515,nm0430756,nm0430770,nm0431076,nm0432728,nm0436475,nm0437969,nm0442105,nm0443966,nm2759122,nm0446403,nm0453885,nm0460647,nm2761392,nm0461113,nm2760728,nm0462321,nm0468893,nm0469915,nm0472197,nm0473134,nm0474984,nm0475823,nm2763157,nm2775409,nm0484816,nm0489636,nm0492854,nm0493071,nm0493811,nm0497738,nm2769980,nm0499626,nm0499628,nm0501973,nm2754384,nm0502649,nm0397022,nm0507265,nm0507282,nm0509398,nm0510989,nm0972416,nm0516039,nm0519487,nm0520501,nm0520960,nm0520989,nm0521435,nm0523269,nm0523385,nm0532030,nm0537387,nm0540445,nm0541662,nm0542531,nm0542534,nm2436859,nm0542631,nm0543243,nm0546100,nm0547949,nm0551261,nm0552202,nm14123829,nm0557398,nm0562606,nm0564970,nm0567613,nm0568060,nm0569950,nm0573929,nm2769974,nm0576035,nm0578439,nm0581217,nm0585461,nm0587697,nm0588959,nm0589316,nm0589616,nm0590316,nm0594594,nm0606806,nm0608763,nm1066093,nm0614246,nm0621783,nm2800868,nm0629240,nm0639676,nm0641454,nm0642005,nm0642156,nm0644114,nm0650581,nm0651585,nm0656048,nm0657630,nm2758940,nm13283264,nm0664022,nm1416589,nm0671117,nm0672906,nm0674169,nm1872444,nm0684093,nm0685265,nm0433219,nm0692108,nm0695292,nm0696189,nm0696190,nm0698989,nm2794546,nm0706993,nm0709446,nm0710723,nm0711905,nm0720904,nm0721655,nm0724337,nm0725017,nm0727105,nm0728002,nm0728307,nm0731409,nm0732325,nm0732452,nm0732845,nm0733142,nm1056753,nm0736911,nm0737167,nm0738710,nm0739884,nm0745444,nm1709358,nm0752541,nm0753249,nm0753452,nm0755266,nm0766665,nm2771918,nm0780833,nm0785245,nm0789675,nm0100884,nm0790654,nm0792670,nm0792845,nm0795229,nm0798977,nm0799403,nm2766680,nm0805340,nm2786197,nm0813584,nm0816085,nm0817771,nm0818700,nm0819076,nm0823551,nm0825705,nm0826873,nm8440740,nm0829044,nm0831720,nm2780152,nm0835880,nm0002545,nm0850698,nm0858329,nm0858501,nm0862419,nm0863062,nm0870150,nm0870511,nm1662801,nm0875800,nm0876562,nm0877957,nm0880449,nm0880493,nm0883017,nm0886668,nm0888144,nm0896830,nm0905937,nm0907013,nm0907186,nm0908281,nm0909063,nm0911350,nm0915873,nm0918061,nm0919380,nm0919925,nm0922143,nm0923735,nm0925129,nm0926728,nm0928068,nm0928496,nm0000697,nm0928623,nm0928625,nm0928642,nm0930082,nm0931350,nm0933858,nm0934861,nm0935507,nm0935996,nm0936254,nm0938170,nm0940397,nm0409997,nm0948634,nm2769856"
tt0042124,,
tt0042139,"nm0864006,nm0086251,nm0448915,nm0064415,nm0282549,nm0002116,nm0038906,nm0107854,nm0287836,nm14486093,nm0491852,nm0567757","nm0044831,nm0067676,nm0067801,nm3596644,nm0093430,nm0108579,nm0113624,nm0139836,nm0167777,nm0186918,nm0219551,nm0234228,nm0240488,nm0318023,nm0319288,nm2852271,nm0331939,nm0332515,nm0337914,nm0354804,nm0363519,nm0213991,nm0493811,nm0507210,nm0517216,nm0548993,nm0552202,nm0600755,nm0608868,nm0609764,nm0650083,nm2425014,nm0718466,nm0742843,nm0780412,nm1003837,nm2426208,nm0841702,nm0866572,nm0901566,nm0908281,nm0934281"
tt0042141,"nm0271653,nm0480807,nm0627950,nm0791027,nm0842867,nm0199756,nm0232401,nm0767902,nm1157487,nm0854358,nm0946389,nm0254006,nm0162777,nm0522026,nm4914846,nm17487073,nm0177356,nm8559961,nm0358215,nm12095195","nm0989215,nm0989216,nm1155175,nm0681052,nm0624846,nm0818649,nm0789947,nm0312479,nm0764588,nm0633202,nm4768462,nm1154897,nm0271653,nm0929129,nm1369368,nm1366981,nm2043260,nm0743510,nm0408979,nm1172313,nm0862122,nm0002042,nm0991425,nm0792845,nm0560857,nm0409997,nm0280234,nm0175676,nm0531627,nm0400568,nm0605870,nm0148223,nm0262213,nm0413519,nm0839610,nm0396771,nm0622251,nm0963342,nm0824699,nm0943782,nm0378540,nm0697362,nm6277811,nm0334126,nm1154534,nm0453912,nm0641274,nm2769856,nm1154535,nm1367958,nm0767902,nm0401076,nm0113582,nm6194688,nm0167664,nm0542631,nm0574183,nm0900570,nm0071286,nm1154681,nm0122417,nm0870677,nm0058129,nm0090840,nm0093397,nm0151452,nm0188743,nm7321064,nm0237225,nm0238898,nm0293159,nm0293222,nm0488066,nm0506201,nm0507760,nm0725017,nm1709358,nm0928492,nm0928642,nm0088602,nm0108108,nm0308604,nm0219068,nm4928860,nm0370426,nm0546100,nm0672906,nm0003836,nm0696247,nm0806069,nm0920074,nm0933885,nm0015399,nm0172741,nm9684983,nm0202627,nm0255742,nm0302904,nm1057743,nm4928117,nm1048055,nm0590316,nm0593628,nm0727497,nm0783913,nm3582606,nm0789737,nm1520940,nm0850483,nm0908281,nm0915272,nm0935773,nm4915498,nm0068393,nm0073032,nm2780524,nm0225141,nm1872696,nm0234287,nm12078333,nm0338734,nm0352381,nm1051838,nm0556922,nm1310690,nm4912868,nm2238072,nm9685187,nm4913350,nm0680437,nm0696190,nm4920727,nm4916858,nm16584564,nm0025265,nm4891262,nm0036062,nm0050981,nm4912665,nm0178778,nm1366686,nm0193466,nm16887423,nm9685219,nm0292475,nm1910996,nm9685259,nm0513787,nm0607676,nm1586543,nm1546173,nm0788565,nm0791027,nm0804224,nm0842643,nm4912618,nm1442956,nm11407783,nm11603667,nm3381248,nm5043070,nm0143525,nm0154940,nm9686380,nm0192356,nm0193571,nm1366768,nm0309710,nm0002133,nm0379233,nm0413352,nm0425913,nm0494435,nm0572897,nm0627950,nm0777831,nm0062629,nm1156540,nm0909260,nm4901854,nm0915284,nm0048432,nm0059142,nm8559961,nm0102818,nm1366303,nm0190096,nm1366890,nm4885515,nm0313975,nm0480807,nm0506380,nm1155700,nm0531878,nm0551261,nm1157812,nm0579781,nm0589339,nm1156273,nm0000697,nm0018712,nm0073882,nm0118406,nm1039700,nm0475823,nm0752485,nm1368036,nm1366405,nm7478497,nm1154683,nm0110946,nm1366549,nm0358215,nm0571011,nm0663545"
tt0042151,"nm0107854,nm0864006,nm0059106,nm0833965","nm0061510,nm0067676,nm0067801,nm8854887,nm0186918,nm0193466,nm0247252,nm0318602,nm0338751,nm0388554,nm0493811,nm0517216,nm0546786,nm0551869,nm0552202,nm0566751,nm0683980,nm2425014,nm0713523,nm0780412,nm0783328,nm2957507,nm1003837,nm2426208,nm0875746,nm0934281"
tt0042156,"nm0911790,nm0332381","nm0019018,nm0146902,nm0918485,nm0422270,nm0239960,nm0523385,nm11472058,nm0860565,nm0908526,nm1844736,nm1875373,nm0796974,nm0858833,nm1873646,nm0374423"
tt0042159,"nm0419265,nm0419282,nm0064415,nm0806065,nm0696296,nm0562388,nm0677951,nm0575546,nm0773780","nm0011482,nm0019018,nm0057308,nm3008552,nm0096395,nm11359176,nm0251375,nm1006991,nm0320069,nm0325267,nm0363492,nm0372677,nm0590697,nm13934706,nm0806027,nm0806065,nm0907013"
tt0042168,"nm0375306,nm0766129,nm0022750,nm2046483,nm0598549,nm0804973",
tt0042171,"nm1096414,nm1094579","nm0293186,nm0364777,nm1680435"
tt0042173,"nm0509501,nm0387695,nm1132565,nm1213560,nm0734699,nm0308417","nm0435974,nm0866061,nm0000316,nm0800105,nm0800319,nm0509501,nm0128377,nm0224723,nm0825524,nm0915961,nm0917026"
tt0042192,nm0000581,"nm0000581,nm0650581"
tt0042208,nm0001379,"nm0534693,nm0001379,nm0122446"
tt0042211,nm0071560,"nm0558627,nm0687741,nm0688853,nm0795975,nm0796950"
tt0042276,nm0002030,"nm0437717,nm0543171"
tt0042376,nm0792605,"nm0575547,nm0917783,nm0907759,nm0001076"
tt0042593,nm0712947,"nm0813584,nm0636002,nm0400568"
tt0042605,nm0273477,"nm0273477,nm0535796"
